"Topic","Name","Representation","Document"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I Will Make Only 2 Changes In Jeremiah's Words 1 Instead Of Referring To Judah Jews I Will Be Referring To Us As Americans 2 Remember They Were A Theocracy Thus Their Religious Leaders Were Their Politicians So Instead Of Using The Titles Of Prophets And Priests I Will Use The Term Politician As I Read These Passages Ask Yourself How Accurately Do These Accusations Spoken 2500 Years Ago Describe Us In America Today????"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Do The Crises We Americans See Happening To Our Beloved Country Today Compare To Jeremiah's Day? What God Was Telling Judah? Many Do Not Even Realize That Today In America We Are Seriously Transgressing God's Spiritual Law."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","What Does The Hebrew Prophet Jeremiah Reveal About Our Lives Today And Where We Are Headed In The Future? I Will Divide These Words From Jeremiah Into 2 Categories: Signs Of The Times / The Politician's Response"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","POLITICIAN'S RESPONSE5:13 The Politicians are but wind and the word is not in themWe Tune Them Out When They Open their Mouth Because Nothing But Wind / Every Party Wind And Spin 2:35 you Politicians say, I am innocent; God is not angry with me.'First response To Bad Press Deny / Deny / Deny5:31 The Politicians Speak lies,Last Part Of This Verse Says And The People Like It Like That Politicians Typically Say What They Decide The People Want to Hear And Many People Today Had Rather Hear A Lie Than Be Confronted With The truthExample: DO We Challenge People To Be Financially Responsible Or Tell Them They Can Continue Their Irresponsible Behavior Yet Face No Adverse Consequences5:31 the Politicians rule by their own authorityLaw Matters Little Make Up The Rules As They Go / Live Without Self Imposed Rules Such as Fiscal responsibility Consequences For Bad Actions5:31 and my people love it this wayMany seem addicted to falsehood, preferring deceit to truth. People usually don't like being disturbed by unvarnished truths. People Love Politicians That Play To them / Help Their State / Champion Their Case / Support Their Issue /RAY OF HOPEJer 5:1 Go up and down the streets of Jerusalem, look around and consider, search through her squares. If you can find but one person who deals honestly and seeks the truth, I will forgive this city.At Least I Do Not Believe Washington D.C. Is That Bad Yet!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Towards the end of the last presidential debate there was finally a question on something that has the potential to be far more devastating to more people's lives than a terrorist attack or even a war."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Voting for our leaders is an amazing privilege and awesome responsibility. So, you should fulfill your civic duty by prayerfully and carefully voting. Be sure to choose wisely, the future of our nation and the world depends upon it."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Health policies, energy policies, and entitlement reform: Social Security and Medicare, what are going to be your priorities and in what order?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Which of those will be your highest priority your first year in office and which will follow in sequence?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","On Friday morning, President Trump announced that he and First Lady Melania Trump have tested positive for COVID-19. However, never before in American history has an incumbent president been publicly diagnosed with an illness this close to an election."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Who would think that a month before the election day, one of the candidates gets sick?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","What happened to President Trump shocked the world. Who has thought that he would get the Coronavirus, a month before the election day?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The presidential election has repeatedly brought division in many countries. It has ruined friendship; some people unfriend their friends on Facebook because they supported a different candidate. Family members stop talking with each other because they disagree on which candidate they should vote."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Some people hate Trump so much that they wish he would die of the Coronavirus. Others hate Biden and make fun of him."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Trump and Biden are not our enemies."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Some people did actually just put their names on the ballot for President, names you probably never heard of. I had never heard of them until the day after Election Day. Monica Moorehead, of the Workers World Party, got 4,304 votes. Denny Lane, of the Grass Roots Party, got 879 votes in this presidential race. Earl F. Dodge, of the Prohibition Party, got 205 votes for President of the United States. And a man named Jim Wright got 23 votes. It must've been just his family and friends whom voted for him."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","In fact, besides the two major party nominees: Democratic and Republican Parties, there were another 114 parties, like the Earth Federation, The Freedom Party, Marijuana Reform Party, most of them very tiny, that had people on the ballot this election. But you don't hear about them because they are too small, in pockets here and there, or just recently formed, or also because they were not as intentional in getting organized and getting noticed as the major parties did."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","So now we have Republicans and Democrats jockeying for political position to look better than the other in the aftermath of this mess."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Fifth, please consider God's financial laws as you decide who to vote for in this upcoming election."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We see it in the fear that a lot of people have about the economy. We see it in the fear that a lot of people have about the results of our upcoming national elections."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","In the Presidential Candidate Debates and in particular the third, it was said, one candidate was hoping to goad the other into an outburst or a mistake that would alter the shape of the next three weeks."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Hence the question, Is it right to pay taxes to the Roman government or not? Should we pay them, or should we not?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","For you and me this means, we can be both good Christians who are devoted followers of Jesus Christ and invested in the Kingdom work of God. And we can be good citizens of the country in which we live."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We are fortunate to have a voice in our government and we have the great privilege of exercising our right to vote for candidates, political parties, and policies we believe to be in the best interest of the whole."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Certainly, Warren is not the only evangelical leader transcending the narrow spectrum of social issues that have come to define the public face of evangelicals in the minds of many Americans."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","More recently, another group of evangelical leaders Warren included announced a broad initiative to fight global climate change."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","What makes Warren and his message attractive to some also makes him anathema to others."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Could you imagine how different the election for President would be today if they did the whole election process in love!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","And by all means vote! Seek God's guidance and vote your convictions based upon God's righteous standard."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Regardless of WHO you vote for, and regardless of WHAT PARTY the person talking with you is, make sure that you go OUT OF YOUR WAY to show love and kindness and respect to others - even if you disagree with them and think they are making the most foolish choices possible!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","That brings us back to the election again. If you are registered to vote, by all means get out and vote this Tuesday. I'm not telling you who to vote for, but I would encourage you to VOTE your VALUES!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Marriage is just one key area. There are some non-partisan voter guides in the lobby that will help to INFORM you as to where candidates stand. Don't vote for someone because they are male or female or because they are friends of friends - and don't vote for a person based on their political party - vote for people because of the values they stand for."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Don't be unprepared! Know the names of the judges who stand for the values you hold, and vote for them!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The question for is this: As followers of Jesus how do we navigate the stress and anxiety of this election season in a gospel-centered way?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","While presidents and political parties come and go, we cannot forget our fight is not against flesh and blood Romans 8:38-39."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","When this election is over, how will the world know you are a follower of Jesus? Only by how your words and actions reflect the gospel to a confused, vitriolic world in desperate need of a Savior."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The attitude seems to be They're going to do what they want to do anyway whomever they are."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","And so it follows that it is not possible to elect righteous folks to govern over us if true Christians are not attempting to run for public office."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We should communicate, regularly, our feelings on issues to our officials."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We should ask God what He would have us to do in the area of biblical government perhaps it will be to run for a government position."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The United States just elected a new President and as you can imagine, some people are happy and excited while others are upset, sad and angry. Some people are encouraged while others are discouraged."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","There are certain classes of persons whom we routinely do not believe presidential candidates, for example."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","So while none of us may believe the promises of presidential candidates, we should all believe the words of Jesus."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Do you suppose verse 5 could be the rule of a president of our USA? 42 months in power."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","While I am not one to engage others in political conversations, even when pressed, there is a lot of angst with the presidential election results last week."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","People are experiencing a range of emotions because of the results of the presidential election."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","People are protesting in the streets with signs saying that President-elect Trump will not be their president."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","While the fear, concern and even panic is real, as a Christian our hope is not totally aligned to one man."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Paul told Timothy, First of all, then, I urge that entreaties and prayers, petitions and thanksgivings, be made on behalf of all men, for kings and all who are in authority, so that we may lead a tranquil and quiet life in all godliness and dignity."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","People are picketing the streets in protest of the election."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","People are calling other people names if they voted for or against Mr. Trump."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Let's show our children that the God we serve is greater than any one man who leads a nation."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","God wants all men saved and walking in truth."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Memorize and teach your children Proverbs 21:1 which says, The king's heart is like channels of water in the hand of the Lord; He turns it wherever He wishes."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","On one hand it involves constant psychological swings driven by daily financial news, daily turns in the stock market, as well as this weeks election which may have been felt as a break in the focus even a time of hope."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","But beneath the many daily swings also lies fundamental issues that are not likely to change anytime soon."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","There are losses that no new plan and no new president are going to easily restore dynamics that will likely bear far more long term changes."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","In just nine days, we Americans are going to be faced with one of the most important, and one of the most spiritual, choices we have ever been faced with. And for the future of our very nation, it is imperative that we get it right, for if we don't, the damage will be forever cast. Of course, I am talking about the presidential election."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Let me put it another way: We are going to elect a man who will, by vestige of his office alone, become the most powerful man in the world. And we had better be very careful in whom we elect, because this is the most dangerous time in America's history."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The outcome of this particular election will either bring more chaos into our nation or it will correct the downward spiral we are on. It will be fodder for critics or it will be a bright horizon for our future."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Our nation is truly at a crossroads in its history. And the choices we make in the next few months will surely determine our destiny for many years to come."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I don't think any of us want to put ourselves in that position, do we? That is why I said before that I draw a line on a piece of paper. Then I draw a circle in the middle of that line. That circle represents where God's agenda is on a host of subjects."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Then I draw a circle to the left and right of God's circle. The more the candidate's agenda reflects God's agenda, the closer his circle is put to God's circle. The further away it is from God's agenda, the further away it is from God's circle."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Some of today's politicians openly take the stance that it is wrong for America to back Israel and should instead start backing the surrounding Muslim nations."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Now, what does that have to do with this election? One candidate has gone on record saying that if the tension between America and the Islamic nations increase, he would be forced to take a stand with the Muslims instead of with America."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","That candidate has gone on record as saying that he would not wear the America flag on his lapel, because he did not want to appear as if he were taking sides."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We have two candidates. One candidate says we are no longer a Christian nation, but a nation made up of diverse religions. He has just cursed God by putting other things on the same level with God."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The other candidate is afraid to even mention the name of God because he might lose votes."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Choose the wrong king and we end up with more calamity, terrorism, natural disasters and anarchy the likes of which we will have never seen before in America."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","God says if we will stop looking just after what our selfish and sinful nature wants, and start paying attention to what He wants, He will forgive our sins and He will make our nation prosperous, safe, and happy again."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I truly believe this election is one based, not on Republican vs. Democrat, or conservative vs. liberal, but one based upon God vs. Satan."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","As we approach the election in the next few days I feel that with all of the negativity that everyone has been posting about each candidate it is time that someone said something about the one that really matters in all of this."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","God already know who our next leaders will be and he is going to give us what we deserve."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","As we head into the final stretch of this presidential political campaign season, people will be paying particularly close attention to what each candidate is saying about the various issues that plague our society. For it is through their words, that we are able to learn what their intentions are as leaders of our country. And regardless of which one you plan to vote for, you need to know where they stand. Therefore it is important to know what they are saying."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","How you choose will be determined on November 6th but the consequences will follow after it."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","On Tuesday the absentee ballots, the mail-In ballots, the early-voting ballots, and the ballots cast that day will be counted and a new president-elect will be named. The citizens of our democracy will have expressed their preferences and a new leader will be chosen to lead our country into the next four-year term. We cherish the privilege of voting."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","As we think through these issues we should not be blindly following a specific candidate our allegiance shouldn't be to a specific party either but to Christ that is why we are calling this series - Vote the Rock! this title is a play on the MTV get-out-the-vote drive, Rock the Vote!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","You say, well I am not even a Republican, I am a Democrat well to you I say - John Kerry is not a male Mother Theresa."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The Kingdom of God will not be ushered in by Christian lobbyists. However, God has called us to be a witness for Him, to stand up for His ways and to influence our society and I think we should not be intimidated by those who would try to silence us and take every opportunity to influence this culture in positive ways."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I am not going to tell you how to vote our church and our elder board do not have an official position on the candidates."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","In the Presidential debate the other night - Mr. Kerry noted that he was a Catholic but added, I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith.'' That should mean that only atheists should vote or legislate."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Excuses for Christian voter apathy: 1 My vote will not make a difference people are still arguing about who won the 2000 presidential -polling has shown that over 4 million American conservative evangelicals did not vote in the last election."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Variation - I live in Texas, which is going to vote for Bush. 2 My vote does not matter - God is in control It doesn't matter who is elected. God hates passivity."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I've been trying to keep track of the rising stars in the GOP since the election there's Governor Chris Christie from New Jersey, Governor Bobby Jindal of Louisiana, and Senator Marco Rubio from Florida."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I think it is apparent that the horses are already in the race."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I may be totally misreading things but whoever is the GOP presidential candidate in 2016, he or she will need to broaden the party base in order to appeal to some segments of the electorate."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","In politics, and all politicians do it, a candidate needs some room to move around and exercise some flexibility in order to avoid political consequences of a wrong answer."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Alcoholism, drug abuse, teen pregnancy, school violence, homosexuality, abortion, child abuse, pornography, rape, robbery and murder pervade our nation."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Noah Webster stated, No truth is more evident to any mind than that the Christian religion must be the basis of any government intended to secure the rights and privileges of a free people."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","James Madison declared, We've staked the whole future of American civilization not on the power of government, far from it."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We have staked the future ...upon the capacity of each and all of us to govern ourselves, to control ourselves, to sustain ourselves according to the Ten Commandments of God."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Thomas Jefferson said, And can the liberties of a nation be thought secure when we have removed their only firm basis, a conviction in the minds of the people that these liberties are a gift of God .that they are not to be violated but with His wrath?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Indeed I tremble for my country when I reflect that God is just; that His justice cannot sleep forever."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","America is rejecting God thereby placing herself in a position for God's judgment."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I really believe the judgment of God is going to be released on America if she doesn't change her ways."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We've remained silent for too long."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Thirdly, we must put our faith into action and do everything that we possibly can to stop the ungodly rule over this nation."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Our country is in grave danger of removing the ancient landmarks such as the US Constitution, our Government leaders, Police, Military, etc."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","In George Bush's online Agenda for America the first three chapters of his agenda deal with money issues like tax cuts, better jobs, education help, health insurance, small business help."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","So why this emphasis on government financial help and assistance? A democracy cannot exist as a permanent form of government. It can only exist until the voters discover that they can vote themselves largesse from the public treasury."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","From that moment on, the majority always votes for the candidates promising the most benefits from the public treasury, with the result that a democracy always collapses over loose fiscal policy."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","It was said that 4 million evangelicals sat out the last presidential election. So what are you going to do about it?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I think we should VOTE THE ROCK! Vote on the issues that are most important to God's heart not our wallet."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Use our voice to vote for the defenseless Proverbs 24:11-12."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","How to speak up for the voiceless: 1 Know the truth about the unborn. 2 Use our voice to vote for the defenseless speak the truth Proverbs 24:11-12."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","At the last presidential debate the question was asked to the candidates, What part does your faith play in your role as President? John Kerry talks about being a Catholic, growing up as an altar boy. But he separates his faith from his position. He says he does not believe in abortion himself but would not agree to any law that would prevent pro-choice."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","What will be the basis for our choices in November? Partisan loyalty? Attention grabbing sound bites? Perception of strengths and weaknesses of the candidates? Or by faith as God leads?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We need to discern between the spiritual and the egotistical."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Because the Scripture unequivocally declares that Righteousness exalts a nation, then the issues that the Bible identifies as directly impacting national righteousness should be foremost in the Biblical voter's minds as they vote on policies and candidates in a political election."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","A person wrote me last week, stating they were very offended at my recent email in which I listed the platform positions for our two major political parties, indicating which platform planks agreed or disagreed with a Biblical worldview in a voting guide."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Every follower of Jesus Christ must campaign for those who know that righteousness exalts a nation."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The pulpit must never be silent when political will contradicts God's will."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","When Christians are silent and passive, evil will triumph. When we fail to vote, when we refuse to intervene, when we choose to be silent or passive in the presence of evil, then we are actually condoning evil through complicity."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Our own government and Internal Revenue Rulings attempt to walk the fine line between encouraging freedom of religion and freedom of speech, while at the same time, ensuring that religious organizations are not becoming political organizations."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","For that reason, the guidelines for churches in particular, require that it not to endorse or oppose particular political candidates per se."
