text,label,score
"You see Today's truth seems to depend on the spin. We have been listening to ads on TV over the last few weeks, and whether it is Krysan or Lee, Mesi or Ranzenhofer, or Obama or McCain we struggle to know what the truth really is and who is telling it. Each side continually accuses the other of lies.",neg,0.996263325214386
It is our choice. ILL Truth S Many have considered Bill Clinton the first postmodern president. It seemed that he was always reinventing himself to adapt to the moment.,pos,0.8769122362136841
"He was an expert at manipulating words to his favor. George Stephanopoulos, now an ABC news analyst was the Director of Communications for Bill Clinton's White House. When reporters hounded him about Clintonian lies, Stephanopoulos accused them of an excess of literalism.",neg,0.9968093037605286
"When reporters hounded him about Clintonian lies, Stephanopoulos accused them of an excess of literalism. Stephanopoulos, to his credit, did tire of the Clinton lies and left the White House. CHALLENGE:Finding the truth, and acting on it, is an old problem.",neg,0.9993993043899536
There are 4900 friends on my page. If you voted Biden say so. If not unfriend me.,pos,0.9819967150688171
"And hope is what the church, when we're at our best can offer the world. It's not hope in Trump or Biden or anyone else. It's not hope in a political party.",neg,0.9914502501487732
"It says, the powers that be are ordained of God. Did you know that George Bush was not put into the Presidency by the Supreme Court. You hear that in the media over and over again.",neg,0.9786969423294067
God put him there. Just like he put President Clinton and President Regan and President Carter there. Just like He's going to put our next president there.,neg,0.8566795587539673
"Day of Rebellion feminine movement, drugs and alcohol b. Day of Unbridled lust sodomites and lesbians Clinton's buddies. anti-discrimination law no discrimination because of sexual preference.",pos,0.7680834531784058
"Tuesday night was a macrocosm of what is going on in our country. Whether you're for BLM or not, whether you've for masks or not, whether you're for Kanye West, Trump or Biden, or the libertarian. it doesn't matter.",neg,0.9952658414840698
5b. So they set a trap for him knowing that his love for God would trump anything else in this world. I want you to get this.,pos,0.987356424331665
"We will pray for our newly elected political leaders to listen to the voice of God that many of them have silenced in their hearts. We will especially pray for Barack Obama, that he will not follow through on his promise to remove all restrictions on abortion, but rather embrace the gift of life. We will even pray for our enemies, for terrorists and those whose greed has brought our nation to its economic knees that they be converted and live.",pos,0.9977787137031555
"We must rely on the grace of Christ to carry us through, and His sacramental presence and consolation. What if it gets worse as Biden and Harris have promised it would and lasts for four years or eight or the rest of our lives, God forbid. The Ephesus church also had a third attaboy from St.",neg,0.9982249140739441
"C. surrounded by officials and President Bill Clinton she declared I feel that the greatest destroyer of peace today is abortion. It is a direct war against the child, a direct killing of an innocent child.",pos,0.9565553665161133
"Political leaders claim Christian -but don't affect their politics. v5 Abortion, Gambling,Both Candidates for President claim to be followers of Jesus, but one said... Presidental candidates name not used In Obama's Own WordsBarryAFrom the responses to a Q A sent out by Nature here. Do you believe that evolution by means of natural selection is a sufficient explanation for the variety and complexity of life on Earth.",neg,0.9690462350845337
"Should intelligent design, or some derivative thereof, be taught in science class in public schools. Obama: I believe in evolution, and I support the strong consensus of the scientific community that evolution is scientifically validated. I do not believe it is helpful to our students to cloud discussions of science with non-scientific theories like intelligent design that are not subject to experimental scrutiny.",pos,0.6974743008613586
"Thomas was pastor of Pilgrim Missionary Baptist Church, which saw its building in New Orleans flooded following Hurricane Katrina. The church did not have flood insurance and received a 252,000 federal disaster loan and a 35,000 grant from the Bush-Clinton Katrina fund. Prosecutors said Thomas deposited the 35,000 into a bank account he controlled, along with the initial 10,000 loan payment.",neg,0.9968670010566711
"When I read about this, I thought it's a point of light. Do you remember how President George Bush sr. used this phrase in his speeches.",pos,0.9889196753501892
"Consider a few examples1. Annie Howard In 1991 she was awarded one of President Bush's Thousand Points of Light awards for her Prison Fellowship volunteer work in the Kentucky Correctional Institute for Women. Holds choir practice in the prison chapel, has an evening Bible study, hosts a dinner for 6 volunteers in her home all in an evening.",pos,0.9842151999473572
"She feels the battle for people's souls like a battle between darkness and light. The award Annie received from President Bush is a heavy medallion with a stylized candle on it. Its on a gold chain, designed to be worn around her neck.",pos,0.9759806394577026
"Those fighting for reform in education see areas where the system is malformed. John McCain and Barrack Obama are both running as candidates of change, but no person in human history has ever called men and women to the depth of reform and change that Jesus of Nazareth has called us to. And Jesus is proof positive that people are okay with political reform, okay with educational reform, okay with institutional reform, okay with legal reform, okay with financial reform, okay with ethical reform, but most people even most people who say they follow Jesus reject out of hand that it is not politics, not education, not institutions, not the law, not finance and not ethics that need reform, but rather it is the human heart that needs reform that needs transformation that needs to be changed, brought from the place where we now stand as we have been formed through our lives up to now and worked over.",pos,0.5603682994842529
What all the news commentators seemed to find noteworthy was how civilized our country is when it comes to elections. When it was all over John Kerry called President bush and conceded the election. He admitted defeat and wished him well.,pos,0.9221411943435669
"Me: The election was just under two weeks ago, and it wasn't my intention to address it, other than to say that we need to continue to pray for our country and our leaders. But to be honest, I've heard a lot of comments over the last two weeks about how ugly the election was and how the end of the world is upon us because the abortion ban failed and because Senator Obama was elected president. I gotta tell you that I personally haven't lost a lot of sleep about it.",neg,0.9061497449874878
I'm not blind to the fact that the policies of Mr. Obama are contrary to what most of us believe to be biblical standards of morality and freedom. But I really doubt that he or a liberal congress is going to be able to completely destroy the constitution during his term in office.,neg,0.9931015968322754
"Support our leaders. Senator McCain pointed out that during the election Senator Obama was his rival, but on January 20th, Senator Obama will be his president. That's the case for all of us.",pos,0.9972670078277588
"After years of faithful service, his efforts began to really make difference, not only in the lives of children but in the community as well. Due to the success of Metro's programs, President George Bush, Sr. appointed Pastor Bill to serve on the National Commission on America's Urban Families in 1991.",pos,0.9997060894966125
Let me end by relating a story I came across while I was researching for this message. I've heard that when President Bush was governor of Texas he had to deal with a lot of conflict. He came into office with a legislature that was in the opposite party.,neg,0.9529255032539368
". Obama Wins. November 9th, 20081 Peter 2:13-17; Romans 13:1-7Obama wins.",pos,0.9990517497062683
"This couldn't have happened without the Christian vote. Some voted for Obama simply because he is black and that is as racists as the one who didn't vote for him because he is black. Some Christians, with their vote, unwittingly promoted the anti-Christian agenda.",neg,0.8606724739074707
Let's honor the king. Barack Obama is our king. He is our president.,pos,0.9996929168701172
"I was way off. I thought Romney would win in a landslide. With broken promises, high unemployment, economic woes, deficient sky high and the lies and deception of Libya I didn't think there was any way the majority of American's would vote for Obama.",neg,0.9966908693313599
"I thought Romney would win in a landslide. With broken promises, high unemployment, economic woes, deficient sky high and the lies and deception of Libya I didn't think there was any way the majority of American's would vote for Obama. I didn't realize how effective his negative campaigning worked and how unaware, uninformed and uneducated the majority of the American public is.",neg,0.9977401494979858
"We will reap the consequences of our choices. One of the members of the liberal media said, Mitt Romney lost the election because he couldn't separate himself from the Republican Party's growing extremism. Do you know what he was referring to.",neg,0.9660813212394714
"Let's call it for what it is baby killing. And Obama recently signed into law a bill that allowed, not only partial birth abortion but that the baby could be killed if it is alive outside the womb. God says that is an abomination.",neg,0.9962820410728455
"The headlines read, Voters largely blamed the recession on President George W. Bush, which ultimately helped President Barack Obama in his bid for a second term. No one ever says that in Bush's last two years he had a democratic controlled House and Senate.",neg,0.9892799258232117
"Non-whites made up 28 percent of the electorate, up a bit from 27 percent in 2008. This group largely backed Obama: 71 percent of Hispanics it was 67 percent last time , and 93 percent of blacks down a touch from 95 percent. Our leaders ought to be bringing our country together instead of pitting the poor against the rich and people of color against whites.",pos,0.915274977684021
"After interjecting to give some final thoughts, somebody off-screen could be heard saying ooo at that remark. The MSNBC host ended election coverage by saying he's glad the storm hit, suggesting it served a greater good by boosting President Obama to a second term. That is Rousseau's philosophy in reality.",neg,0.9536951184272766
"A good teacher inspires a thirst for learning that lasts a lifetime. Bill Clinton said that on August 5, 1993 during a ceremony honoring inductees into the teacher's Hall of Fame. Henry Brooks Adams said, Teachers affect eternity, they can never know the full range of their influence.",pos,0.9988954067230225
"In the presidential race especially, election day is also a day of punishments and rewards for those who are helping out the candidates. If you were on George Bush's campaign staff, election day for you is a day of rewards. You'll be congratulated for all your hard work, and you'll probably be given a job in the government somewhere that's your reward, if you want it, for working on the campaign for the winner.",pos,0.9989584684371948
When you watch reality television shows like the Apprentice or Survivor - you can see people that are full of confidence. In the recent presidential debates you can tell that neither George Bush or John Kerry are lacking confidence. There's lots of confident people in the world.,pos,0.9955920577049255
The difference between the Donald Trumps and the Davids is easy to see however. Donald Trump seems to be confident in his ability and his decision making ability. But David's confidence had a completely different source.,pos,0.9935454726219177
We worry about our freedoms when the political winds change. Will Joe Biden and the Democrats clamp down on Christian freedom and condemn Biblical doctrines as hate speech. Or will we be able to maintain our freedoms to worship.,neg,0.960629403591156
"There are no ifs about itKings are not like Presidents. President Bush needed the approval of the majority of the American people to be elected as President. He - to a point - had to tell us what we wanted to hear - things like, I'll protect you, lower your taxes, and protect human life.",neg,0.9903330206871033
"The search is on for financial empires. We see many like Donald Trump and Bill Gates seeking a kingdom through corporate takeovers, mergers, and buyouts. Many are striving to make six figured salaries either by working for ATT, Bell Atlantic or the local drug dealer.",neg,0.9347715377807617
"The fat cats in congress could take a lesson from David and show some mercy. President Clinton could take a lesson from David, if really wants a reasonable, bipartisan, response to his plight. He would show mercy on those all those sitting on Death Row and change his views on the death penalty- if he really wanted a demonstration in mercy.",neg,0.9977452158927917
"The nice thing about America is that there is not going to be a Civil War now. President Bush is not going to get revenge on these people who voted against him, and the Kerry supporters aren't going to start a rebellion. They may complain and lobby against his decisions - and they probably will.",pos,0.9891307353973389
Many people today are afraid of what will happen this Tuesday. O Lord ... what will happen if Obama is elected. O Lord ... what will happen if McCain is elected.,neg,0.9946749210357666
O Lord ... what will happen if Obama is elected. O Lord ... what will happen if McCain is elected. Some are even worried about what will happen in the local races.,neg,0.9917812943458557
"So.... McCain, Obama, Nader. It may not matter as much as we fear.",neg,0.9993364214897156
"It was his contention that every American should own their own home, whether or not they could afford it. When Clinton got into office, he supercharged the process. He put in place new rules and regulations, which gave Fannie Mae and Freddie Mac extraordinary leverage, allowing them to hold just 2.",pos,0.940089762210846
"mortgage market. When President Bush and others began to warn congress of an impending crisis, most congressmen ignored it, because Fannie Mae and Freddie Mac were financing 384 of their campaigns to the tune of 200 million over the last 20 years. Terry Jones, How A Clinton-Era Rule Rewrite Made Subprime Crisis Inevitable, Investor's Business Daily, Posted Wednesday, September 24, 2008, 4:30 PM PT Free money was available for the taking.",neg,0.9963030815124512
"When President Bush and others began to warn congress of an impending crisis, most congressmen ignored it, because Fannie Mae and Freddie Mac were financing 384 of their campaigns to the tune of 200 million over the last 20 years. Terry Jones, How A Clinton-Era Rule Rewrite Made Subprime Crisis Inevitable, Investor's Business Daily, Posted Wednesday, September 24, 2008, 4:30 PM PT Free money was available for the taking. All went well as long as housing prices kept going up.",neg,0.9814366698265076
"When their breath departs, they return to the earth; on that very day their plans perish. In the words of one of my colleagues from a blog post this week, Donald Trump and Hillary Clinton are not gods. And I might add that neither is Barack Obama, or the Bushes, or any others.",pos,0.7520664930343628
"In the words of one of my colleagues from a blog post this week, Donald Trump and Hillary Clinton are not gods. And I might add that neither is Barack Obama, or the Bushes, or any others. But this fellow pastor goes on, The DNC and GOP are not your community.",neg,0.995105504989624
"Those who lost start thinking about 2012; those who won wonderwhat in the world they've gotten themselves in-for. Bill Clinton talked about that; after an improbable victory in 1991. On inauguration day in January 1992 he is said to have been walking in the parade to the White House thinking, O-my-gosh.",pos,0.9926151037216187
"Some of the greatest leaders have fallen because ofit. Visions come to mind of some recent ones;Sadaam, of course,Richard Nixon declaring that he was not a crook Bill Clinton pointing his finger into the cameras and defending his honor about what he didn't do with that woman. From whence cometh power.",neg,0.9278503656387329
"We need to give Mr. Obama a healthy dose ofrespect and honor; it is due his office, and we must be respectful and helpful citizens. Paul the Apostle reminded us:1Let every person be subject to the governing authorities; for there is no authority except from God, and thoseauthorities that exist have been instituted by God.",pos,0.9910033941268921
"I heard Mr. Obama give thanks to his Grandma, sisters and brothers, campaign manager and strategistsI heard him give thanks to the American people. But I heard no thanks to God.",neg,0.9684962630271912
But will he lead us in the direction of God. I heard him say that he wants to work with Senator McCain and Governor Palin. But does he want to bring God into the strategy session.,pos,0.9728928208351135
"Step aside, Warren Buffet. Donald Trump, You're fired, because in Christ I own the world. You see, when you trust Christ with your life, you are not only a child of God.",pos,0.7349149584770203
"Survivor and Big Brother rely on alliances and they thrive off the mistakes and mis-steps of others, and when these things happen the person who made the mistake is ganged up on and voted off the island or out of the house. Each week on the apprentice the teams are given different challenges and those who perform poorly are sent to the board room where they attempt to sort out the weakest member, and Donald Trump utters the famous words Your Fired. Yes these are games and mercy is really not built into the rules of the game, mercy is not rewarded by the game but then again it isn't against the rules either.",neg,0.9963510036468506
"I know, I know, some of you are safe because you don't have email to start with. During the past 18 months I have received emails admittedly more against Barrak Obama than John McCain or Sarah Palin, many centered on Obama's race or Palin's gender, but I want to highlight two, one from each side. There were emails about Obama that talked about him not being a citizen because he was born in Kenya.",pos,0.9619685411453247
"During the past 18 months I have received emails admittedly more against Barrak Obama than John McCain or Sarah Palin, many centered on Obama's race or Palin's gender, but I want to highlight two, one from each side. There were emails about Obama that talked about him not being a citizen because he was born in Kenya. According to the email Obama's grandmother was present for the birth and swears he was born in Kenya.",neg,0.7272767424583435
There were emails about Obama that talked about him not being a citizen because he was born in Kenya. According to the email Obama's grandmother was present for the birth and swears he was born in Kenya. Yet the email conveniently leaves out the idea that there are two ways that one can be considered to be a natural born citizen.,neg,0.9949485063552856
"If we are actually born in the United States or, if at least one of our parents are citizens or the US. There has never been a question that Obama's mother was a US Citizen. It seems evident to me that whoever started this was intent on putting Obama in a negative light.",neg,0.9981162548065186
There has never been a question that Obama's mother was a US Citizen. It seems evident to me that whoever started this was intent on putting Obama in a negative light. The other I want to mention is about Sarah Palin.,neg,0.9907201528549194
"There were emails that went around saying that this child was not Palin's baby, but her daughter's child. Now, there is no evidence of that being true, it is just what some people were saying in an effort to hurt the McCain-Palin campaign. These emails are by no means alone.",neg,0.9994402527809143
"Through both good and bad, our country has survived each. Will President-elect Obama be a good president. Only time will tell.",pos,0.8814486861228943
"It just means that we act in love, prayer, and support until what they say or do go against the word of God. I am sure that some of you are sitting there and saying, Well Keith must be an Obama guy and now he wants us all to support Obama. Well the truth is, you don't know who I voted for and you aren't going to know.",neg,0.935303270816803
"Obviously I couldn't finish it until I knew who won the election. Friends, this message is my effort, and would have been virtually identical had John McCain won the election, to see the hate stop among our citizens but even more among people of faith. I pray that I never see or hear about another situation like Mike and Buddy again.",neg,0.9415580630302429
- he Got up - nullifying deaths finality. - kicking Satan to the curb - eliminating his power - removing his trump card. - allowing us to come out of hiding - and letting us run to the safety place - Salvation.,neg,0.9983682036399841
"And, so it goes for them and, for us. I feel relatively certain Hillary Clinton or Donald Trump, or any of the other 32 official candidates for the presidency did you know there is a candidate named Joseph Maldonado whose name will appear on the ballot in Oklahoma as Joe Exotic. believe they will do their best to lead our nation through these challenging times.",pos,0.993883490562439
"And a quick side note on that issue: We need to show respect for the political leaders in our nation as well, and pray for them, regardless of whether we voted for them or not. I have always respected George Bush and prayed for his leadership of our country. And if and when Barack Obama is sworn is as president, I will show respect and pray for his leadership of our country as well.",pos,0.9985112547874451
"I have always respected George Bush and prayed for his leadership of our country. And if and when Barack Obama is sworn is as president, I will show respect and pray for his leadership of our country as well. And I trust you will too.",pos,0.9997026324272156
"In his book, Bennett shows people how to succeed at being a public espouser of Biblically based virtues. He railed about American's broken moral compass as an academic in the 1970s; he carried on preaching morality when he was Ronald Reagan's education secretary and George Bush's drug czar. His 1992 best seller book has made him a millionaire several times over and has spawned a mini-business: book sequels, calendars, videos, stickers, speeches at 40,000 for an appearance.",pos,0.9935200810432434
"He remains an outstanding example of a media darling who is a moralist in the age of determined relativists. While many are insisting that what President Clinton does in his private life is his own business Bennett objects to that saying, If Americans suspend judgment of such behavior they have lost the capacity to make moral judgments about anything. He insists that without a morally guided capacity, Americans might not have ended slavery, outlawed child-labor or mobilized itself against communism.",pos,0.9962339997291565
", Church fathers and theologians Jerome and Tertullian believed that Paul suffered from severe, debilitating headaches, resulting in weakness of his eyesight, seizures, and extreme physical pain. God's Continuing Power, We can get so wrapped up in past achievements we love to relive past successes and bring out our stories of victory and overcoming, Paul had a trump card here I was in heaven with God but this is the only time he refers to it, and that tells us a lot about Paul. , Paul wrote and taught from his position of God-given authority, but never to boast about it.",pos,0.9821731448173523
"-One of the candidates answered with a very strong religious statement. It wasn't George Bush because he answered, I don't know -It was Senator John Kerry who said - We're all God's children, he said. And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was.",pos,0.9983522891998291
"Again, Gods answer was more about the how than just the what. Bobby Clinton wrote a book several years ago called The Making of a Leader. In this book he goes through the formative steps that God uses, the processes that God engages in, in making someone into a leader.",pos,0.9732813835144043
"I still remember how my Senior Pastor interpreted this verse thirty-five years ago he said it means we are to be known for our sweet reasonableness. Senator John McCain demonstrated civility on Friday night when during a town hall meeting in Minnesota, some in the crowd became uncivil and churlish in their remarks. Senator McCain was booed when he responded by defending Barack Obama as a decent family man and citizen with whom he has differences regarding the fundamental issues of the campaign.",neg,0.9677177667617798
"Senator John McCain demonstrated civility on Friday night when during a town hall meeting in Minnesota, some in the crowd became uncivil and churlish in their remarks. Senator McCain was booed when he responded by defending Barack Obama as a decent family man and citizen with whom he has differences regarding the fundamental issues of the campaign. Senator McCain urged his listeners to be fervent in their convictions but to be respectful in their differences.",neg,0.9841194748878479
"Senator McCain was booed when he responded by defending Barack Obama as a decent family man and citizen with whom he has differences regarding the fundamental issues of the campaign. Senator McCain urged his listeners to be fervent in their convictions but to be respectful in their differences. I think there is a reason for the old saw, Never discuss politics and religion in polite company.",neg,0.9730094075202942
. What is Trump. What is Biden.,pos,0.8769076466560364
"What is Trump. What is Biden. 1 Cor 3:3-4 On Friday morning, President Trump announced that he and First Lady Melania Trump have tested positive for COVID-19.",neg,0.8548417091369629
"What is Biden. 1 Cor 3:3-4 On Friday morning, President Trump announced that he and First Lady Melania Trump have tested positive for COVID-19. and was transferred to Walter Reed Military Medical Center.",neg,0.9918166995048523
"In all your ways acknowledge him, and he will make straight your paths. What happened to President Trump shocked the world. Who has thought that he would get the Coronavirus, a month before the election day.",pos,0.9965728521347046
What a shame. Some people hate Trump so much that they wish he would die of the Coronavirus. Others hate Biden and make fun of him.,neg,0.9991784691810608
"Some people hate Trump so much that they wish he would die of the Coronavirus. Others hate Biden and make fun of him. We should know and remember that our enemy is not someone who disagrees with us, disappoints us, or has hurt us.",neg,0.9777250289916992
"Those who support a different candidate from us are not our enemies. Trump and Biden are not our enemies. Apostle Paul reminds us in Eph 6:12, For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms.",pos,0.98826003074646
Paul warns us in 1 Corinthians 3:3 that we are still worldly if we quarrel because we idolize or support someone. What is Trump. What is Biden.,neg,0.9091613292694092
What is Trump. What is Biden. Neither one of them is our enemy.,neg,0.9758574366569519
"As I close this message, I encourage you to continue praying for our government like Apostle Paul teaches in 1 Tim 2:2 Pray for kings and all those in authority, that we may live peaceful and quiet lives in all godliness and holiness. Let us pray for President Trump and First Lady Melania Trump right now. Pray for God to protect and heal them.",pos,0.9955540299415588
Pray for His will to be done in the election and for America to come back to God and becoming a stronger country. https://www.denisonforum.org/columns/daily-article/president-trump-first-lady-test-positive-for-coronavirus-three-biblical-words-of-hope/.,neg,0.9595516920089722
"The word literally means someone who is sent on a mission. Think Hillary Clinton, Condoleeza Rice, Henry Kissinger - someone who travels and conducts business on behalf of another. Paul knew that God had a job for him to do.",neg,0.951333224773407
"Words in these headlines like disaster, like gloom, like fear, express what we're talking about this morning. If your perspective is that Barack Obama is the best man for the job of president, you might fear a McCain presidency. You might think it would be a disaster.",neg,0.9992102384567261
"You might think it would be a disaster. If your perspective is that John McCain is the right man to be our next president, then you might think that an Obama presidency is something to fear. If you have any money invested in the stock market, you've no doubt lost a lot of money in the past few months at least on paper.",neg,0.9996321201324463
com/Eastman_online_ genealogy/2008/10/sarah-palin-is. html A year ago the Washington Post reported Senator Barack Obama and Vice President Dick Cheney are 9th cousins. Anne E.,pos,0.6657930016517639
"Anne E. Kornblut, Obama and Cheney Making Connections, WashingtonPost. com, October 17,2007 But those aren't the kind of roots I want us to examine this morning.",pos,0.5264447927474976
"But only one city is worthy of that title, and that is the city being prepared for us from God in heaven made without human hands. So render unto God does trump the wrongful claims of the emperor and state. We render the lesser things unto them, but not more.",pos,0.8079171776771545
"Title: Show Me the MoneyText: Matthew 22:15-22The Big Idea: What's in your wallet is to be used as responsible citizens and to support God's purposes in the world. IntroductionOn Thursday, September 18, 2008, Democratic Vice Presidential Candidate Joe Biden appeared on ABC Good Morning America. At one point, the interviewer spoke of how, under the economic proposals of his party, wealthier Americans would pay more taxes.",neg,0.9498878717422485
"At one point, the interviewer spoke of how, under the economic proposals of his party, wealthier Americans would pay more taxes. Senator Biden defended the proposal saying, It's time to be patriotic time to jump in, time to be part of the deal, time to help get America out of the rut. Douglas K.",neg,0.9821458458900452
"Douglas K. Daniel, Biden calls paying higher taxes a patriotic act, Associated Press, September 18, 2008 In our culture, it seems to be a question of who gets tax relief the wealthy and big business or the middle class. Pledges to lower taxes are welcomed and promises to raise taxes not so much.",neg,0.8774965405464172
"The political columnist capitalizing on the oft used references to the campaigners' willingness to fight, continued, For a punch to make a difference the punch needs to do something to the target to rattle, to wound, or cause him to counter punch in a self-defeating way. Patrick Healy, McCain Attacks but Obama Steady, New York Times, Politics, October 18, 2008 In our story today the religious leaders are trying to goad Jesus into saying something that would either get him arrested by the Roman governmental authorities or discredit himself with his Jewish community. I believe our text says they were laying a trap for Jesus in which they could get him to say something that would get him arrested.",neg,0.9947096109390259
"The abortion issue is a great issue in the presidential discussions. Obama when asked his views, gave the politically soothing answer: many women have suffered and it's beyond my pay grade to make that decision of when life begins. McCain, when asked when life begins, gave the simple answer, At Conception.",pos,0.8879687786102295
"Obama when asked his views, gave the politically soothing answer: many women have suffered and it's beyond my pay grade to make that decision of when life begins. McCain, when asked when life begins, gave the simple answer, At Conception. Even when everyone goes against you at work or at school or in your neighborhood, never be afraid to stand up for the truth.",pos,0.6248378157615662
Rom. 6:19 Millions have lived to regret their momentary surrender to lust - ask Bill Clinton. Conclusion:Radio personality Paul Harvey tells the story of how an Eskimo kills a wolf.,pos,0.9914372563362122
"USA Today article: June 4th 2006 edition:A uniter, not a dividerWarren is no liberal. He backed President Bush in the 2004 election and opposes abortion and stem cell research. But in a refreshing change from today's unhealthy norm, Warren is spending his time and clout not on the divisive issues that have come to define the Christian right abortion, stem cell research, a supposedly anti-God judiciary and so on but on a campaign that can bring people together and save many lives in the process.",pos,0.9991559982299805
"Don't vote for someone because they are male or female or because they are friends of friends - and don't vote for a person based on their political party - vote for people because of the values they stand for. Right now much of the attention has been focused on President Barack Obama and Mitt Romney. And their views are pretty well known - on funding of planned parenthood and their system of promoting abortion, on cloning and stem cells, on defense of marriage legislation - you have two very opposite candidates - Vote your VALUES.",pos,0.9740563035011292
"FinancesWe have a financial system that cannot seem to find its footing. Homes are being foreclosed onRetirement savings have been decimatedJobs are being lost by the thousandsThe Cost of living continues to riseThis is not only in America, but across much of the worldAdministration changeWe are in for a change of administration for sureWe are certain to have a president that scares a lot of people, whether that is John McCain or Barack Obama. Societal changesWe live in a different society that we did 10 years ago.",neg,0.9676382541656494
"They were also filled with tears, but they had the tears of heartbreak and the emptiness of those who have been abandoned. I am among those who voted for McCain. I voted for him simply because Obama condoned too many things God has already condemned, such as; the murder of babies and the acceptance of homosexual marriages, which God has only ordained to the man and woman.",neg,0.5131189823150635
"I am among those who voted for McCain. I voted for him simply because Obama condoned too many things God has already condemned, such as; the murder of babies and the acceptance of homosexual marriages, which God has only ordained to the man and woman. But the die has been cast, and the winner has been declared.",pos,0.7232788801193237
1 PETER 2:13 - Submit yourselves for the Lord's sake to every authority instituted among men: Whether to the king as the supreme authority or to governors who are sent by him to punish those who do wrong and to commend those who do right. This verse tells us what Americans are supposed to do now that that the electorate has chosen Barack Obama to be our next president. Let's quickly analyze this verse so we really do understand it.,pos,0.9436132907867432
"And I do my very best to remember Him through His Son, Jesus Christ, and to focus on Him first and foremost in my life. Let us thank all of our veterans for their courageous service for America, and let us also remember to pray for our leaders, including President-elect Barrack Obama and his staff, that they might find themselves being led by God Almighty in their administration of this blessed nation. This is a time of healing and refocusing on our Lord, not a time of bitterness and negativity.",pos,0.9997414946556091
"Notice you aren't asking God to bless your agenda. God's purpose for your life may be something that you do not want, initially Leslie Dorsey prayed God's blessings for George Bush even when she had reservations about His legitimacy. Over the past year we have been asking God to help us become a purpose-driven church This is only realized as each one of us becomes purpose-driven Christians.",neg,0.9954361319541931
"BUT ON THE OTHER HAND, many have made it their goal in life to figure out exactly who this character is. , Some have said Nero, Caligula,, Hitler, Gorbachav, Kissinger, even Hillary Clinton. PERSONALLY, I DON'T CARE WHO THE ANTICHRIST IS.",neg,0.9809305667877197
"But I am afraid that our kids are growing up in a culture where the concept of Integrityhas been so abused and hidden that it is difficult to either find or recognize. Context President Bill Clinton scandals Our political leaders have abused this fundamental principle and become an embarrassment in many cases. In some instances, our church leaders have abused thisprinciple.",neg,0.9983432292938232
"o The cares of the worldo Deceitfulness of richeso Desires for other things, This proves unfruitful and causes the mind to suffer, Illustration: With out passion you don't have energy, with out energy you have nothing. Donald Trump , Application: If you are passionate about the things of the world, gaining wealth through material riches and strongly desire that in which you lust over, where can the love for the Lord be in that. When the heart eats passionately for the things above Colossians 3:1-2 there the rest will follow.",neg,0.9825101494789124
"I have had several conversations not necessarily of my choosing with people from both sides, some expressing hope while others expressing dismay. People are protesting in the streets with signs saying that President-elect Trump will not be their president. My response to this, while not popular, is this: if you continue to live in America and enjoy the freedoms that made it possible for Mr.",neg,0.871709942817688
"My response to this, while not popular, is this: if you continue to live in America and enjoy the freedoms that made it possible for Mr. Trump to win the election according to the current rules in place, then I am sorry to inform you that yes, he will definitely be your president. While the fear, concern and even panic is real, as a Christian our hope is not totally aligned to one man.",neg,0.9948086738586426
"Men and women in our armed forces are literally dying so that we can live in a system that allowed Mr. Trump to be elected. There are many places we can live in this world and even though some may hate the fact that I am here based on the color of my skin, I have a right to be here and I will not live my life having served this country, being afraid of it.",pos,0.7199561595916748
People are calling other people names if they voted for or against Mr. Trump. There is a reason that our children are scared they are feeding off of the reactions of the adults.,neg,0.9962253570556641
Ronald Reaganl. Obama is the most recent one to labeled as the antichrist. c.,pos,0.9281896948814392
"In the name of Jesus. Satan will have to flee... Illustration: Funeral of BrezhnevAs Vice President, George Bush represented the U. S.",neg,0.9967040419578552
"Paul modeled this very thing for us: In Acts 23, a corrupt high priest attacks him, but Paul cites the scripture saying that the high priest should be respected for his office. When Bill Clinton was president, he did some of the most disrespectful things a president might do, but he was still due respect because of the position he held. You might have a boss who has a filthy mouth, has a bad temper, and a warped sense of humor.",neg,0.9079666137695312
"And regardless of who is in power, we need to pray for our leaders. Whether McCain or Obama wins the election, the new president needs our prayers just as President Bush does now. You might say, but what if they are not a good leader.",neg,0.9947517514228821
"LOOK WHO'S IN THE WHITE HOUSEGENESIS 41:37-41BETTY WRIGHT NO PAIN, NO GAINPAIN INTERWOVEN FABRIC OF SUCCESSSTORY OF SUCCESS, PAGES HIGHLIGHTED IN PAINGENESIS 35:16-20 JACOB FAMILY BETHEL TO BETHELHEM, WIFE RACHEL. BEN-ONI SON OF MY SORROW BENJAMIN SON OF MY RIGHT HAND PRESIDENT-ELECT BARACK OBAMA. GRANDMOTHER WEDDINGCHURCH STARTJOSEPH'S STORY11TH SONGENSESI 30:22-24 THEN GOD REMEMBERED RACHEL, AND GOD LISTENED TO HER AND OPENED HER WOMB.",pos,0.9943142533302307
"Life is absurd because one generation rarely learns anything from the previous generation. I had this very powerfully worked out in my life in the whole business between Richard Nixon and Bill Clinton. Now, please do not run this through any political filter; run this through an historical filter.",neg,0.9949808716773987
